pl_name,log_pl_bmasse,pl_rade,log_pl_densitye,log_pl_orbper,log_pl_orbsmax,st_teff,log_st_mass,pl_class,pl_class2
CoRoT-3 b,3.837835183741682,11.32,0.5513571665766243,0.629083245916666,-1.2378468076964053,6740.0,0.1367205671564068,BrownDwarf,BrownDwarf
CoRoT-30 b,2.9645928857971935,11.31,-0.32073366558747246,0.9571305944388634,-1.0736575533743449,5650.0,-0.00877392430750515,Terrestrial,Jovian
CoRoT-31 b,2.426474173960119,16.365,-1.3402125915802503,0.6655256454301307,-1.2321023839819094,5700.0,0.09691001300805642,Jovian,Jovian
CoRoT-35 b,2.543585399174926,18.831,-1.4059734875444931,0.5088635597172184,-1.3675427078152758,6390.0,0.004321373782642578,Jovian,Jovian
CoRoT-36 b,2.334701630376529,15.805,-1.3866206067585665,0.7494681602806386,-1.1804560644581312,6730.0,0.12057393120584989,Jovian,Jovian
CoRoT-4 b,2.3595129605946257,13.34,-1.1408932647552645,0.9638845887054673,-1.0457574905606752,6190.0,0.06445798922691845,Jovian,Jovian
CoRoT-5 b,2.1714924272529013,15.558,-1.5293076108143842,0.6061551505792309,-1.3056580896358188,6100.0,0.0,Jovian,Jovian
CoRoT-6 b,2.973469610496657,13.068,-0.5000965035218421,0.9487352902277085,-1.0680338852718274,6090.0,0.021189299069938092,Terrestrial,Jovian
CoRoT-7 b,0.6102991654748359,1.681,-0.19134271145187703,-0.06874985209182854,-1.7691425231053275,5275.0,-0.08618614761628333,Terrestrial,SuperEarth
CoRoT-8 b,1.8446014196263467,6.39,-0.6968398914571537,0.7932517211164108,-1.2006594505464183,5080.0,-0.05551732784983137,Terrestrial,Jovian
CoRoT-9 b,2.426474173960119,11.949,-0.9304592460351523,1.9789682725973061,-0.3956659268970889,5625.0,-0.017728766960431602,Jovian,Jovian
CoRoTID 223977153 b,1.6782861469539185,6.389,-0.8629512540508012,0.8272639180131508,-1.1487416512809248,5970.0,0.03342375548694973,Jovian,Neptunian
EPIC 211945201 b,1.4313637641589874,5.76,-0.9748424227189487,1.2898610816211138,-0.8259401922749746,6069.0,0.06818586174616162,Jovian,Neptunian
EPIC 220674823 b,0.8876173003357362,1.6,0.1503186157596618,-0.2432026774940658,-1.8820661649603585,5613.0,-0.03151705144606486,Terrestrial,SuperEarth
EPIC 220674823 c,0.7634279935629372,2.2,-0.3887787855119815,1.1249804811590576,-0.9621752494116581,5613.0,-0.03151705144606486,Terrestrial,SuperEarth
EPIC 246851721 b,2.9793161426178996,11.781,-0.3591690619606422,0.7910049892090182,-1.1409217752530307,6202.0,0.12057393120584989,Terrestrial,Jovian
EPIC 248847494 b,3.616138240205074,12.442,0.20652891257682174,3.5622928644564746,0.6532125137753437,4898.0,-0.045757490560675115,BrownDwarf,Jovian
EPIC 249893012 b,0.9420080530223133,1.95,-0.05303451767354064,0.5557109750649865,-1.3279021420642825,5430.0,0.021189299069938092,Terrestrial,SuperEarth
EPIC 249893012 c,1.1664301138432827,3.67,-0.6525068155212852,1.193792230279798,-0.8860566476931632,5430.0,0.021189299069938092,Terrestrial,Neptunian
EPIC 249893012 d,1.00774777800074,3.94,-0.9036796240842823,1.553239600315695,-0.6575773191777937,5430.0,0.021189299069938092,Jovian,Neptunian
GJ 1132 b,0.22010808804005508,1.13,-0.06406597901850392,0.21190268838836507,-1.8153085691824011,3270.0,-0.744727494896694,Terrestrial,Terrestrial
GJ 1214 b,0.9122220565324155,2.742,-0.526919031436366,0.1987682108933181,-1.826813731587726,3250.0,-0.744727494896694,Terrestrial,SuperEarth
GJ 1252 b,0.12057393120584989,1.18,-0.22001082732082616,-0.2854677285070645,-2.0385789059335515,3458.0,-0.42021640338318983,Terrestrial,Terrestrial
GJ 143 b,1.3560258571931227,2.61,-0.01883440143002002,1.5516028280974166,-0.7178312216953584,4640.0,-0.1366771398795441,Terrestrial,Neptunian
GJ 3090 b,0.5237464668115644,2.13,-0.5863310801129485,0.4553224735995292,-1.499626285646626,3556.0,-0.28399665636520083,Terrestrial,SuperEarth
GJ 3470 b,1.1430148002540952,4.57,-0.9616725365637556,0.5233106013875942,-1.449771646944906,3600.0,-0.26760624017703144,Jovian,Neptunian
GJ 3473 b,0.26951294421791633,1.264,-0.16066701422948224,0.07845808685835623,-1.7988761027926203,3347.0,-0.44369749923271273,Terrestrial,Terrestrial
GJ 357 b,0.2648178230095365,1.217,-0.1159926482889585,0.5944721084891478,-1.4559319556497243,3505.0,-0.46852108295774486,Terrestrial,Terrestrial
GJ 367 b,-0.2628073572952627,0.718,0.043880573369536324,-0.4921953834724289,-2.1487416512809245,3522.0,-0.3467874862246563,Terrestrial,Terrestrial
GJ 3929 b,0.24303804868629444,1.09,0.005819818256123514,0.4176767513569088,-1.5985994592184558,3384.0,-0.5086383061657274,Terrestrial,Terrestrial
GJ 436 b,1.3443922736851108,4.17,-0.6409546278444618,0.4222422520764516,-1.5361070110140926,3586.11,-0.3279021420642826,Terrestrial,Neptunian
GJ 486 b,0.45024910831936105,1.305,-0.021521163311838055,0.16646534148290798,-1.7609509068598084,3340.0,-0.494850021680094,Terrestrial,SuperEarth
GJ 9827 b,0.6910814921229684,1.577,-0.027352324472039963,0.08241979896750079,-1.7258421507363202,4340.0,-0.21467016498923297,Terrestrial,SuperEarth
GJ 9827 c,-0.07572071393811836,1.241,-0.48197479504260793,0.5620662225940892,-1.4061603389187287,4340.0,-0.21467016498923297,Terrestrial,Terrestrial
GJ 9827 d,0.6063813651106049,2.022,-0.43590082526264157,0.7924946331078073,-1.2525105077413272,4340.0,-0.21467016498923297,Terrestrial,SuperEarth
GPX-1 b,3.796658937466847,16.477,0.021085775749976162,0.24169064044348376,-1.4710832997223453,7000.0,0.22530928172586284,Terrestrial,BrownDwarf
Gaia-1 b,2.7275019898272252,13.776,-0.8148061491098132,0.48465908720384576,-1.3928667956084333,5470.0,-0.022276394711152253,Jovian,Jovian
Gaia-2 b,2.414414770169,14.818,-1.2228927377784744,0.5672055080468162,-1.330683119433888,5720.0,0.0,Jovian,Jovian
HAT-P-1 b,2.222354191304194,14.785,-1.4120485318905152,0.6498506188223486,-1.2548471049230996,5980.0,0.06069784035361165,Jovian,Jovian
HAT-P-11 b,1.426474173960119,4.36,-0.6169240304539392,0.6891136438482908,-1.2795099315499485,4780.0,-0.09151498112135022,Terrestrial,Neptunian
HAT-P-12 b,1.8264570728369105,10.749,-1.3925858524287087,0.506918808517076,-1.4156687756324693,4650.0,-0.1366771398795441,Jovian,Jovian
HAT-P-13 b,2.4321062552111283,14.258,-1.1550083125280841,0.464824751801809,-1.3582285293460408,5653.0,0.12057393120584989,Jovian,Jovian
HAT-P-14 b,3.0387533304697674,15.917,-0.69176905497032,0.6653623817643936,-1.2247537402597635,6600.0,0.42324587393680785,Terrestrial,Jovian
HAT-P-15 b,2.7899966178284634,11.882,-0.5596107629018412,1.035969768696547,-1.0154726866562074,5568.0,0.0,Terrestrial,Jovian
HAT-P-16 b,3.124701438429593,14.448,-0.47966049708699865,0.443413203892171,-1.3840499483435988,6158.0,0.08635983067474821,Terrestrial,Jovian
HAT-P-17 b,2.2656228814611747,11.769,-1.0715345436947203,1.014458372235918,-1.0545314148681804,5246.0,-0.004364805402450088,Jovian,Jovian
HAT-P-18 b,1.7966437037851164,11.153,-1.4704701394245137,0.7409957450838383,-1.2525881921135766,4803.0,-0.11350927482751812,Jovian,Jovian
HAT-P-19 b,1.9675573359128722,12.689,-1.4676635928437303,0.6030120063516576,-1.3316140833099999,4990.0,-0.07572071393811836,Jovian,Jovian
HAT-P-2 b,3.4417141405168556,10.66,0.23350378983689551,0.7507795166957466,-1.1665978707681413,6380.0,0.12385164096708581,BrownDwarf,Jovian
HAT-P-20 b,3.3622748911971705,9.718,0.27460547040790806,0.4586857320731066,-1.442492798094342,4595.0,-0.11918640771920865,BrownDwarf,Jovian
HAT-P-21 b,3.1897238491128714,12.442,-0.21988547851538065,0.6153692020093096,-1.3062730510763532,5588.0,0.09342168516223506,Terrestrial,Jovian
HAT-P-22 b,2.894891841157903,12.89,-0.5608056475106059,0.5068052817853751,-1.3829996588791011,5302.0,0.05307844348341968,Terrestrial,Jovian
HAT-P-23 b,2.629299686263045,12.218,-0.7566394127332271,0.08381783473645037,-1.6345120151091004,5905.0,-0.23657200643706275,Terrestrial,Jovian
HAT-P-24 b,2.3772561512899375,14.572,-1.2382400730279974,0.5257235906593365,-1.3324536604884836,6373.0,0.1367205671564068,Jovian,Jovian
HAT-P-25 b,2.2573071542933083,12.722,-1.181297756036532,0.5626276941912842,-1.3316140833099999,5519.0,0.004321373782642578,Jovian,Jovian
HAT-P-26 b,1.347292927912494,7.062,-1.3244289483770408,0.6268041884174136,-1.3196644865854368,5079.0,0.04921802267018165,Jovian,Neptunian
HAT-P-27 b,2.294576439201622,11.43,-1.0045009885925231,0.4828131496127236,-1.3979400086720375,5316.0,-0.036212172654444715,Jovian,Jovian
HAT-P-28 b,2.2987504922314526,13.585,-1.2253671726385762,0.5128464261214837,-1.3625102704874892,5680.0,0.012837224705172217,Jovian,Jovian
HAT-P-29 b,2.446677560048406,13.115,-1.0315660613390112,0.7576381639726653,-1.175874166083451,6087.0,0.16136800223497488,Jovian,Jovian
HAT-P-3 b,2.3151082445410927,10.536,-0.8778577779283893,0.4623530685596154,-1.4127381503074659,5185.0,0.02530586526477026,Jovian,Jovian
HAT-P-30 b,2.421272980274311,16.141,-1.3274570688729015,0.4487990419241283,-1.3777859770337046,6304.0,0.1903316981702915,Jovian,Jovian
HAT-P-31 b,2.85822074509136,12.218,-0.5277183539049121,0.6994405245784795,-1.214670164989233,6065.0,0.11727129565576427,Terrestrial,Jovian
HAT-P-32 b,2.3347038006044736,22.194,-1.8289416811009394,0.33244011629140086,-1.468904453129972,6001.0,0.05307844348341968,Jovian,Jovian
HAT-P-33 b,2.4659827152437925,20.737,-1.6091938043773024,0.5408885661548551,-1.301464507437999,6446.0,0.2600713879850748,Jovian,Jovian
HAT-P-34 b,3.024639121404557,13.417,-0.4832658745293637,0.7366079402582087,-1.1691548076913885,6442.0,0.14301480025409505,Terrestrial,Jovian
HAT-P-35 b,2.5258588060960308,14.93,-1.1212593536873454,0.5619007515988181,-1.3029451077274257,6096.0,0.09342168516223506,Jovian,Jovian
HAT-P-36 b,2.768943856763774,14.314,-0.8232779184782965,0.12298441696725079,-1.6179829574251317,5620.0,0.012837224705172217,Jovian,Jovian
HAT-P-37 b,2.5699915496908248,13.204,-0.9170637338922969,0.4467601594846465,-1.4213607900319276,5500.0,-0.03151705144606486,Jovian,Jovian
HAT-P-38 b,1.9286876738308298,9.247,-1.0942536356638222,0.6665537334995723,-1.2814983111327258,5330.0,-0.05060999335508721,Jovian,Jovian
HAT-P-39 b,2.27960307251633,17.609,-1.5825397444617264,0.5494777822561627,-1.2932822176632413,6430.0,0.146128035678238,Jovian,Jovian
HAT-P-4 b,2.3288992224747447,14.28,-1.2602241364540219,0.4852295152932375,-1.3528127021040104,5860.0,-0.25181197299379954,Jovian,Jovian
HAT-P-40 b,2.1834361252738246,17.038,-1.6357584530593845,0.6490660192935932,-1.216096420727265,6080.0,0.012837224705172217,Jovian,Jovian
HAT-P-41 b,2.577741849290768,22.978,-1.6311335626245131,0.4304056517145791,-1.3707943428976963,6390.0,0.4082399653118496,Jovian,Jovian
HAT-P-42 b,2.5208776905907753,14.348,-1.0744351500293114,0.6666937219400065,-1.2403321553103694,5743.0,0.07188200730612536,Jovian,Jovian
HAT-P-43 b,2.323035414672711,13.63,-1.20539088943961,0.5227885850737325,-1.3526170298853801,5693.0,0.012837224705172217,Jovian,Jovian
HAT-P-44 b,2.0487175201989714,13.922,-1.5073261046836377,0.633591555567387,-1.294992040666664,5295.0,-0.026872146400301365,Jovian,Jovian
HAT-P-45 b,2.4525408078325337,15.984,-1.2834543414214874,0.49540445277217715,-1.344861565188618,6330.0,0.10037054511756291,Jovian,Jovian
HAT-P-46 b,2.195024650160441,14.392,-1.4042775374603438,0.649639439647725,-1.2388241868442686,6120.0,0.10720996964786837,Jovian,Jovian
HAT-P-49 b,2.8446175687204436,17.822,-1.0331904858835366,0.43000245196608544,-1.358724242768087,6820.0,0.3463529744506387,Jovian,Jovian
HAT-P-5 b,2.493420963590732,13.563,-1.0285850582794378,0.44536909137640307,-1.3900855899140023,5960.0,0.01703333929878037,Jovian,Jovian
HAT-P-50 b,2.6325286563932435,14.437,-0.9708409496377589,0.4944344149985284,-1.3439017979871681,6280.0,0.10380372095595687,Jovian,Jovian
HAT-P-51 b,1.992153367323072,14.493,-1.6162602459037747,0.6251094377426829,-1.2950777087765983,5449.0,-0.00877392430750515,Jovian,Jovian
HAT-P-52 b,2.41494819156956,11.31,-0.8703783598151056,0.43990011170450233,-1.4325031088957774,5131.0,-0.05060999335508721,Jovian,Jovian
HAT-P-53 b,2.6736287888412456,14.773,-0.9597160412478755,0.29261578849937286,-1.500450374094851,5956.0,0.037426497940623665,Jovian,Jovian
HAT-P-54 b,2.3830084801790288,10.581,-0.8155103995907274,0.5797661101974809,-1.385419133002514,4390.0,-0.18708664335714442,Jovian,Jovian
HAT-P-55 b,2.2671178725481256,13.249,-1.2243701643417788,0.5545190447353241,-1.3368646850422459,5808.0,0.004321373782642578,Jovian,Jovian
HAT-P-56 b,2.865806867790382,16.926,-0.9447948784349479,0.4457333827765165,-1.3736596326249577,6566.0,0.15228834438305647,Jovian,Jovian
HAT-P-57 b,2.651414000553617,19.504,-1.343895800877603,0.3918697757093613,-1.391473966422806,6330.0,0.4424797690644486,Jovian,Jovian
HAT-P-58 b,2.072735660577207,14.93,-1.5743824992061692,0.6035598293978439,-1.301551461984671,6078.0,0.012837224705172217,Jovian,Jovian
HAT-P-59 b,2.6897134348531644,12.588,-0.7350955044786835,0.6172076934538296,-1.2955063029907012,5678.0,0.004321373782642578,Terrestrial,Jovian
HAT-P-6 b,2.622768819104087,16.589,-1.1616305389459252,0.5857967546885313,-1.2807516015520537,6570.0,0.2528530309798932,Jovian,Jovian
HAT-P-60 b,2.2611046139891937,18.282,-1.649905236438058,0.6807688028790949,-1.2022478713492892,6212.0,0.15836249209524964,Jovian,Jovian
HAT-P-61 b,2.526267703380785,10.077,-0.6086648089114951,0.2792819506795334,-1.5214335044061567,5587.0,0.0,Terrestrial,Jovian
HAT-P-62 b,2.383577372011539,12.027,-0.9818332975073127,0.42247879004754996,-1.4234283159347092,5629.0,0.00860017176191757,Jovian,Jovian
HAT-P-63 b,2.2903610780768036,12.543,-1.1297819253417276,0.5286246739930626,-1.3671379598997702,5400.0,-0.03151705144606486,Jovian,Jovian
HAT-P-64 b,2.2656207140049203,19.089,-1.7016675564710397,0.6028444867808619,-1.268653024454045,6457.0,0.11394335230683679,Jovian,Jovian
HAT-P-65 b,2.2240055031107837,21.185,-1.8790186385085412,0.415883610007074,-1.4032929703185537,5835.0,0.08278537031645007,Jovian,Jovian
HAT-P-66 b,2.395956649956181,17.822,-1.4818514046477993,0.4730613719744967,-1.3602147870131798,6002.0,0.10037054511756291,Jovian,Jovian
HAT-P-67 b,2.0336738049404923,23.371,-2.1972968179061647,0.6821543309913157,-1.186752699102395,6406.0,0.21484384804769785,Jovian,Jovian
HAT-P-68 b,2.361933454095384,12.016,-1.0022850414931952,0.361426654125436,-1.523458190972571,4508.0,-0.16749108729376366,Jovian,Jovian
HAT-P-69 b,3.0560779145421115,18.786,-0.890363776067865,0.6800588096196855,-1.183427303973897,7394.0,0.21748394421390627,Jovian,Jovian
HAT-P-7 b,2.767012710907774,16.926,-1.0435890353175559,0.3433573814578117,-1.4346244972859263,6389.0,0.1931245983544616,Jovian,Jovian
HAT-P-8 b,2.6094048575461057,15.693,-1.1026518033034896,0.488034332418008,-1.3471736974389954,6200.0,0.10380372095595687,Jovian,Jovian
HAT-P-9 b,2.3766767055977036,15.614,-1.3288045560966029,0.5935973534411081,-1.2767906895948886,6350.0,0.10720996964786837,Jovian,Jovian
HATS-1 b,2.770520643702951,14.594,-0.846941118655295,0.537373116377378,-1.3526170298853801,5870.0,-0.004364805402450088,Jovian,Jovian
HATS-10 b,2.2231806320519762,10.862,-1.0094874999261496,0.5202012478636374,-1.3476569449372853,5880.0,0.04139268515822508,Jovian,Jovian
HATS-11 b,2.421272980274311,18.03,-1.4716529365011946,0.5586111432745328,-1.294992040666664,6563.0,0.12385164096708581,Jovian,Jovian
HATS-12 b,2.880592788846375,7.76,0.08606888846350971,0.497303201923915,-1.3555614105321614,6357.0,0.06445798922691845,BrownDwarf,Jovian
HATS-13 b,2.236994717487084,13.585,-1.2871229473829444,0.483451767387964,-1.3917949922956738,5523.0,-0.017728766960431602,Jovian,Jovian
HATS-14 b,2.5319843587300928,11.646,-0.7914847351942265,0.44197213187831785,-1.4185054577091007,5346.0,-0.01322826573375516,Jovian,Jovian
HATS-15 b,2.838654621746767,12.386,-0.5650773418821905,0.24241408532100242,-1.5667103148049744,5311.0,-0.060480747381381476,Terrestrial,Jovian
HATS-16 b,3.0167426405585234,14.572,-0.5987535837594113,0.4291871682207896,-1.4266641599339325,5738.0,-0.01322826573375516,Terrestrial,Jovian
HATS-17 b,2.6286510013300415,8.709,-0.3161926069322668,1.2109765805639228,-0.8833922560117515,5846.0,0.05307844348341968,Terrestrial,Jovian
HATS-18 b,2.7987503974379293,14.897,-0.8454847924690556,-0.07683890947421514,-1.7594507517174003,5600.0,0.01703333929878037,Jovian,Jovian
HATS-2 b,2.630898529377058,13.092,-0.8450581971391423,0.1316613219040828,-1.6382721639824072,5227.0,-0.05551732784983137,Jovian,Jovian
HATS-22 b,2.9399454507186253,10.682,-0.2709510067890302,0.6742006948329067,-1.2988639339074735,4803.0,-0.11918640771920865,Terrestrial,Jovian
HATS-23 b,2.6695122226464134,20.849,-1.412682201977982,0.3345574064812958,-1.468904453129972,5780.0,0.04921802267018165,Jovian,Jovian
HATS-24 b,2.856303327045638,15.637,-0.8510957180579581,0.12985024226192482,-1.623423042943488,6125.0,0.029383777685209667,Jovian,Jovian
HATS-25 b,2.2896553624166525,14.123,-1.2850642515324189,0.6333313988965189,-1.2870978749527773,5715.0,-0.004364805402450088,Jovian,Jovian
HATS-26 b,2.3151082445410927,19.616,-1.68766185058217,0.5188281106542046,-1.3246800166607078,6071.0,0.11394335230683679,Jovian,Jovian
HATS-27 b,2.2264707574990266,16.814,-1.5754811083527058,0.6662406549043641,-1.2139587897574458,6438.0,0.15228834438305647,Jovian,Jovian
HATS-28 b,2.3295641609520628,13.384,-1.1751323595192518,0.5025743317866028,-1.383944805023414,5498.0,-0.03151705144606486,Jovian,Jovian
HATS-29 b,2.3171080691733112,14.022,-1.2482605557626003,0.6633121379318357,-1.261615876487844,5670.0,0.012837224705172217,Jovian,Jovian
HATS-3 b,2.531966585762236,15.48,-1.1622850198866852,0.5499653723669596,-1.3142582613977363,6351.0,0.08278537031645007,Jovian,Jovian
HATS-30 b,2.350999588950041,13.171,-1.132795396915983,0.5016550287461454,-1.3611115752949245,5943.0,0.037426497940623665,Jovian,Jovian
HATS-31 b,2.446677560048406,18.383,-1.4715103381554997,0.5286545025819024,-1.320572103387881,6050.0,0.10380372095595687,Jovian,Jovian
HATS-32 b,2.4659827152437925,14.0,-1.0973401283992215,0.44911643402990076,-1.3953420279521291,5700.0,0.04139268515822508,Jovian,Jovian
HATS-33 b,2.5784711433024547,13.787,-0.9648769200741351,0.40646440220950225,-1.4286406072461604,5659.0,0.02530586526477026,Jovian,Jovian
HATS-34 b,2.4757845113254944,16.029,-1.263873511990511,0.3234915047700014,-1.499489089473663,5380.0,-0.017728766960431602,Jovian,Jovian
HATS-35 b,2.5892660938047727,16.41,-1.1809983859628068,0.26030977885027656,-1.4949857599158929,6300.0,0.12057393120584989,Jovian,Jovian
HATS-36 b,3.009510927974651,12.92,-0.4492153496108448,0.6206758275978973,-1.2814983111327258,5950.0,0.04139268515822508,Terrestrial,Jovian
HATS-37 A b,1.4978300824957873,6.793,-1.1232934978846938,0.6366419883900817,-1.3086532358651781,5326.0,-0.07572071393811836,Jovian,Neptunian
HATS-38 b,1.3714266076292134,6.882,-1.2666561338338203,0.6409801419668422,-1.297914278564175,5732.0,-0.05060999335508721,Jovian,Neptunian
HATS-39 b,2.301535437351819,17.598,-1.559793239349068,0.6606411420582082,-1.2213423680526447,6572.0,0.13987908640123647,Jovian,Jovian
HATS-4 b,2.623736047757499,11.433,-0.6756832993262899,0.40083645347407965,-1.4412914294668342,5403.0,0.0,Terrestrial,Jovian
HATS-40 b,2.7035920122186887,17.71,-1.1660024079598355,0.5137865526524261,-1.301290650557413,6460.0,0.1931245983544616,Jovian,Jovian
HATS-41 b,3.488966622164482,14.908,-0.15623026668922393,0.6225920780744083,-1.234331445240986,6424.0,0.17609125905568124,Terrestrial,Jovian
HATS-42 b,2.776352737161917,15.693,-0.9357039236876781,0.36023394010664994,-1.4330913447731966,6060.0,0.10380372095595687,Jovian,Jovian
HATS-43 b,1.9188353952365182,13.227,-1.5704874020097368,0.6423507083049168,-1.3059215379192406,5099.0,-0.07572071393811836,Jovian,Jovian
HATS-44 b,2.2503829149044376,11.96,-1.1077493606610385,0.43836834299847083,-1.4378261366353517,5080.0,-0.06550154875643228,Jovian,Jovian
HATS-45 b,2.3472929279124943,14.415,-1.2540897488684855,0.6219677216403818,-1.2587695889745292,6450.0,0.10380372095595687,Jovian,Jovian
HATS-46 b,1.7402409910270327,10.122,-1.4004967444995737,0.6759957002210412,-1.2702684047129646,5495.0,-0.036212172654444715,Jovian,Jovian
HATS-47 b,2.0692212540572976,12.52,-1.3485304691742348,0.5935965873270435,-1.3696738451960533,4512.0,-0.17392519729917355,Jovian,Jovian
HATS-48 A b,1.8878011614965495,8.967,-1.0950790843885798,0.4957755204716561,-1.423773862550395,4546.0,-0.1366771398795441,Jovian,Jovian
HATS-49 b,2.0499695932860598,8.575,-0.8746715294666643,0.6178436371668916,-1.3453422453504753,4405.0,-0.14874165128092473,Jovian,Jovian
HATS-5 b,1.8769276089747313,10.223,-1.2767462100171951,0.6779158670746458,-1.2660007134616131,5304.0,-0.026872146400301365,Jovian,Jovian
HATS-50 b,2.0932594949247365,12.666,-1.3395976927574635,0.5831649248942394,-1.2970527538184442,5990.0,0.06818586174616162,Jovian,Jovian
HATS-51 b,2.387556107929749,15.805,-1.3337661292053462,0.5248983148984226,-1.3335756274812405,5758.0,0.07554696139253074,Jovian,Jovian
HATS-52 b,2.8524429062324,15.491,-0.8427341922004441,0.13565869121361818,-1.6024075659618833,6010.0,0.045322978786657475,Jovian,Jovian
HATS-53 b,2.2767118536267867,15.02,-1.3782366809859619,0.5858865579231198,-1.3230321857052414,5644.0,-0.017728766960431602,Jovian,Jovian
HATS-54 b,2.3789876865055857,11.377,-0.9140343243618004,0.40554723681801463,-1.431798275933005,5621.0,0.021189299069938092,Jovian,Jovian
HATS-55 b,2.466454518095086,14.022,-1.0989141068408252,0.6236833782072339,-1.2666422120744145,6214.0,0.07918124604762482,Jovian,Jovian
HATS-56 b,2.281791379156062,18.921,-1.6739796145911847,0.6359659279350858,-1.2187474057515435,6536.0,0.19589965240923377,Jovian,Jovian
HATS-57 b,3.0000916308114576,12.767,-0.4431136809441693,0.37118261173774547,-1.4568014143623533,5587.0,0.012837224705172217,Terrestrial,Jovian
HATS-58 A b,2.5150321126034094,12.274,-0.8768649808486294,0.625115800716954,-1.2367217889810214,7175.0,0.1643528557844371,Jovian,Jovian
HATS-59 b,2.408529929703328,12.621,-1.0196901071149485,0.7336851508007922,-1.2138166544323665,5670.0,0.01703333929878037,Jovian,Jovian
HATS-6 b,2.0059855709554184,11.187,-1.2650940798957904,0.521827240735995,-1.4409316659654632,3724.0,-0.24412514432750865,Jovian,Jovian
HATS-60 b,2.323052877337937,12.924,-1.1360767073071818,0.5515511182573601,-1.3271635458286029,5688.0,0.04139268515822508,Jovian,Jovian
HATS-61 b,3.0336738049404923,13.395,-0.47209308550049045,0.8930930552108349,-1.1019333393583652,5542.0,0.03342375548694973,Terrestrial,Jovian
HATS-62 b,1.7550479188781305,11.825,-1.5882942659597168,0.5154610280944498,-1.3805935891132226,5416.0,-0.045757490560675115,Jovian,Jovian
HATS-63 b,2.484466120937806,13.529,-1.0342697060105894,0.4852460965468292,-1.3951262294473643,5627.0,-0.03151705144606486,Jovian,Jovian
HATS-64 b,2.484466120937806,18.82,-1.4643314729442085,0.6909839196938954,-1.1829637739499712,6554.0,0.1931245983544616,Jovian,Jovian
HATS-65 b,2.416538045017678,16.825,-1.3862659102786652,0.49208412290192965,-1.347077112432058,6277.0,0.10037054511756291,Jovian,Jovian
HATS-66 b,3.2289220969248094,15.816,-0.4933066086003381,0.4971286448922215,-1.326610421811695,6626.0,0.14921911265537988,Terrestrial,Jovian
HATS-67 b,2.6635628901332122,18.887,-1.2898647874325124,0.20660430235829358,-1.518270803039984,6594.0,0.15836249209524964,Jovian,Jovian
HATS-68 b,2.612784598197486,13.809,-0.9326408272517236,0.5546369524623276,-1.2949063894521269,6147.0,0.13033376849500614,Jovian,Jovian
HATS-69 b,2.2633707010539688,10.593,-0.9366249524026099,0.34738031248878,-1.4933596944334975,5137.0,-0.05060999335508721,Jovian,Jovian
HATS-7 b,1.581376133945862,6.311,-0.9438571431867647,0.5031523867490062,-1.3966390756516194,4985.0,-0.07058107428570728,Jovian,Neptunian
HATS-70 b,3.612784598197486,15.513,-0.08424151588601034,0.2760566873796403,-1.4398541601509525,7930.0,0.250420002308894,Terrestrial,Jovian
HATS-71 b,2.0703966119652324,11.478,-1.2341407858758862,0.5792713071107873,-1.4265481779645148,3405.0,-0.3098039199714863,Jovian,Jovian
HATS-72 b,1.6004924025996903,8.097,-1.2494187518371467,0.8649823433055726,-1.1770673462358332,4656.1,-0.1366771398795441,Jovian,Neptunian
HATS-74 A b,2.6665455629944472,11.568,-0.6481680134652196,0.23851179360196753,-1.6226937489318012,3776.9,-0.2218487496163564,Terrestrial,Jovian
HATS-75 b,2.193274209302147,9.909,-0.9197540125393828,0.4453948820483283,-1.4848947958332104,3790.4,-0.2218487496163564,Jovian,Jovian
HATS-76 b,2.9219832962248806,12.094,-0.4506653331931882,0.288169224828037,-1.5754450233932868,4016.0,-0.1804560644581313,Terrestrial,Jovian
HATS-77 b,2.640179442671823,13.058,-0.8323892867418103,0.489624717472102,-1.442853857681637,4071.0,-0.1804560644581313,Jovian,Jovian
HATS-8 b,1.6420739742994739,9.785,-1.454547252290886,0.5543550349735561,-1.3309621991148441,5679.0,0.02530586526477026,Jovian,Neptunian
HATS-9 b,2.4249203458914974,13.85,-1.1243677109182046,0.2822347679093358,-1.5058454059815571,5599.0,0.04139268515822508,Jovian,Jovian
HD 106315 b,1.100370545117563,2.44,-0.1867376705069253,0.9801111360053748,-1.0423927129399047,6327.0,0.037426497940623665,Terrestrial,Neptunian
HD 106315 c,1.1818435879447726,4.35,-0.8585629195274392,1.3233973221194226,-0.8136087843045069,6327.0,0.037426497940623665,Jovian,Neptunian
HD 110082 b,1.0128372247051722,3.2,-0.6275514468628457,1.0078633753895851,-0.9469215565165803,6200.0,0.08278537031645007,Terrestrial,Neptunian
HD 110113 b,0.6580113966571124,2.05,-0.40218892311845034,0.40500466505036936,-1.4559319556497243,5732.0,0.0,Terrestrial,SuperEarth
HD 114082 b,3.4052826988347578,11.209,0.13164335473250371,2.040404528914159,-0.2916640973177365,6651.0,0.1673173347481761,BrownDwarf,Jovian
HD 118203 b,2.947799091171835,13.138,-0.5327274180316834,0.7877083696100172,-1.154901959985743,5864.0,0.2648178230095365,Terrestrial,Jovian
HD 136352 b,0.6739419986340878,1.664,-0.11445670383832758,1.0636324199197347,-1.0159229660971691,5664.0,-0.060480747381381476,Terrestrial,SuperEarth
